X,Y,id,addr:city,addr:postcode,name,name:en,name:he
"34.6160478","31.7016742",node/2479998032,,"7928900",,,
"34.6138836","31.702398",node/2479998036,,"7928900",,,
"34.6157196","31.7026959",node/2479998040,,"7928900",,,
"34.6154561","31.7020772",node/2479998044,,"7928900",,,
"34.6161941","31.703144",node/2479998048,,"7928900",,,
"34.6146031","31.703579",node/2479998052,,"7928900",,,
"34.6161809","31.7026248",node/2479998056,,"7928900",,,
"34.6149566","31.703031",node/2479998060,,"7928900",,,
"34.6154461","31.7018944",node/2479998063,,"7928900",,,
"34.6148036","31.7030975",node/2479998067,,"7928900",,,
"34.6140422","31.702666",node/2479998071,,"7928900",,,
"34.6158679","31.7020169",node/2479998074,,"7928900",,,
"34.6156324","31.7025459",node/2479998078,,"7928900",,,
"34.615408","31.7028339",node/2479998080,,"7928900",,,
"34.6158798","31.7031729",node/2479998085,,"7928900",,,
"34.6160002","31.7033089",node/2479998089,,"7928900",,,
"34.6136863","31.7030524",node/2479998093,,"7928900",,,
"34.6156058","31.7020115",node/2479998098,,"7928900",,,
"34.6161164","31.7032366",node/2479998101,,"7928900",,,
"34.6160055","31.702715",node/2479998104,,"7928900",,,
"34.6142917","31.702597",node/2479998106,,"7928900",,,
"34.6157975","31.7024879",node/2479998108,,"7928900",,,
"34.6159345","31.7023064",node/2479998112,,"7928900",,,
"34.6162184","31.701647",node/2479998114,,"7928900",,,
"34.615228","31.703646",node/2479998119,,"7928900",,,
"34.6139587","31.7025351",node/2479998123,,"7928900",,,
"34.6156892","31.7034442",node/2479998127,,"7928900",,,
"34.6148161","31.7021713",node/2479998132,,"7928900",,,
"34.6147438","31.7023906",node/2479998136,,"7928900",,,
"34.6147075","31.703662",node/2479998140,,"7928900",,,
"34.6157265","31.7032444",node/2479998145,,"7928900",,,
"34.6144404","31.7025245",node/2479998147,,"7928900",,,
"34.6157511","31.7017615",node/2479998149,,"7928900",,,
"34.6162102","31.702776",node/2479998151,,"7928900",,,
"34.6152948","31.7019606",node/2479998153,,"7928900",,,
"34.6145186","31.7034531",node/2479998158,,"7928900",,,
"34.6145931","31.7024583",node/2479998161,,"7928900",,,
"34.6140234","31.7035814",node/2479998164,,"7928900",,,
"34.6153944","31.7033836",node/2479998169,,"7928900",,,
"34.6143429","31.7023801",node/2479998173,,"7928900",,,
"34.6150762","31.7037123",node/2479998176,,"7928900",,,
"34.6160614","31.7018871",node/2479998179,,"7928900",,,
"34.6149559","31.7037253",node/2479998181,,"7928900",,,
"34.6155342","31.70351",node/2479998183,,"7928900",,,
"34.6152374","31.7034546",node/2479998185,,"7928900",,,
"34.6158511","31.7033749",node/2479998189,,"7928900",,,
"34.614293","31.7030769",node/2479998193,,"7928900",,,
"34.6161312","31.7023321",node/2479998197,,"7928900",,,
"34.6150994","31.7029668",node/2479998201,,"7928900",,,
"34.6150816","31.7035217",node/2479998206,,"7928900",,,
"34.6142092","31.7029418",node/2479998210,,"7928900",,,
"34.6160878","31.7020353",node/2479998214,,"7928900",,,
"34.6141217","31.7028037",node/2479998219,,"7928900",,,
"34.6156021","31.7018265",node/2479998224,,"7928900",,,
"34.6148887","31.7035596",node/2479998228,,"7928900",,,
"34.6150123","31.7028163",node/2479998232,,"7928900",,,
"34.6162313","31.7030434",node/2479998237,,"7928900",,,
"34.6154688","31.7026174",node/2479998241,,"7928900",,,
"34.6146288","31.7031873",node/2479998248,,"7928900",,,
"34.6162373","31.7029086",node/2479998252,,"7928900",,,
"34.6145309","31.7030183",node/2479998254,,"7928900",,,
"34.6142003","31.7023988",node/2479998256,,"7928900",,,
"34.6148546","31.7028872",node/2479998258,,"7928900",,,
"34.6149718","31.7021039",node/2479998260,,"7928900",,,
"34.6147055","31.7029528",node/2479998262,,"7928900",,,
"34.6158958","31.7017131",node/2479998263,,"7928900",,,
"34.6153755","31.7035829",node/2479998264,,"7928900",,,
"34.6148238","31.7037086",node/2479998268,,"7928900",,,
"34.6155633","31.7027665",node/2479998271,,"7928900",,,
"34.614497","31.7023107",node/2479998273,,"7928900",,,
"35.2210762","31.7820461",node/2489682483,ירושלים,"91010",וידאו,Videopub,וידאו
"35.202801","31.90205",node/2519553264,رام الله,"700074",نزل رام الله,Hostel in Ramallah,
"35.2370416","32.2280665",node/2520141481,Nablus,"+970",منتجع حياة نابلس,Hyatt Nablus Resort,
"34.7965765","31.2520501",node/2520703014,,"84102",קונסרבטוריום,Conservatorium,קונסרבטוריום
"34.4386586","31.5171485",node/2547205315,,"00970",KING TOYS EXIBITION,,
"35.0022149","29.5231049",node/2548226417,Aqaba,"11171",,Al Qadi Sweets,
"35.2103972","31.7832379",node/2552498843,ירושלים,"94509",Trumpeldor Vintage and Second-Hand,Trumpeldor Vintage and Second-Hand,
"34.9484564","31.8102484",node/2554060362,D.N. Shimshon,"99740",Kibbutznikim,Kibbutznikim,
"34.8049304","32.0090877",node/2557930606,,"58855",ז. את ג. הספקה טכנית,,ז. את ג. הספקה טכנית
"34.7723065","32.0695492",node/2567910213,Aviv-Yafo,"65231",Shenkin 17,Shenkin 17,שנקין 17 - קפה
"34.9636464","32.5670502",node/2571448210,זכרון יעקב,"3090611",כבסים במושבה,Kvasim Bamoshava,כבסים במושבה
"34.9638326","32.5670336",node/2571451203,זכרון יעקב,"3090611",גולן לבנין,Golan Labinyan,גולן לבנין
"34.6157556","31.7019495",node/2589605773,,"7928900",,,
"34.6161656","31.7018162",node/2589605774,,"7928900",,,
"34.9927794","32.7670349",node/2592444800,,"3491140",חיפושית בקפה,,חיפושית בקפה
"35.1179575","31.8119711",node/2597714146,קרית ענבים,"908330",מלון כרמים,Cramim hotel,מלון כרמים
"34.7995287","32.1200121",node/2604623154,תל אביב,"69395",רפי קישון,,רפי קישון
"34.7680465","32.0521272",node/2604728178,תל אביב,"66550",רוטמן פטנטים,,רוטמן פטנטים
"34.845796","32.0650447",node/2604765596,קרית אונו,"55030",ישי קרון,Ishai Kron,ישי קרון
"34.7520118","32.0549517",node/2622539698,Tel Aviv,"68037",Embassy of the Holy See (Vatican),Embassy of the Holy See (Vatican),
"35.2046123","31.7914404",node/2638297115,,"94467",,sixt Jerusalem shamgar,
"34.7764236","32.0663526",node/2639708153,Tel Aviv,"65206",מוזנר,Armadillo Kitchen Bar,מוזנר
"35.0992911","31.5277201",node/2641045142,,"2228593",مركز الجيل الصاعد,,
"35.260587","32.2217183",node/2650182119,nablus,"00970",كوفي شوب قصر النييل,Nile Palace Coffee Shop,
"34.6316971","31.6924961",node/2661987249,ניר ישראל,"7950500",הבית של גדי קימל,,הבית של גדי קימל
"35.4223499","32.9096952",node/2663286895,kibbutz inbar,"20107",kibbutz inbar country lodging,kibbutz inbar country lodging,אירוח כפרי קיבוץ ענבר
"34.7731072","32.0626986",node/2678712694,,"65818",Salaam Bombay,Salaam Bombay,סאלם בומביי
"34.8529936","32.1834783",node/2687660852,רעננה,"43557",Domino's Pizza,Dominos Pizza,
"34.7813718","32.0166908",node/2764173712,,"58400",בית האופניים,,בית האופניים
"34.7790018","32.0202114",node/2764201060,,"58342",אופני חולון ידידיה,Yedidya Bikes,אופני חולון ידידיה
"34.759185","32.0533963",node/2764882362,,"68022",אופני מיקו,,אופני מיקו
"34.4427824","31.5206169",node/2775570015,Gaza sity,"00970",Rashaed Elshawa centre,,
"34.4428548","31.5206924",node/2775571683,Gaza sity,"00970",Rashaed Elshawa centre,,
"35.1854339","31.7129656",node/2780208737,Beit Jala,"164",PalMap Palestine Mapping Center مركز الخرائط الفلسطيني,,
"35.1855519","31.7130614",node/2780212533,Beit Jala,"164",GSE Good Shepherd Engineering شركه الراعي الصالح الهندسيه,,
"35.1855573","31.7130249",node/2780215145,beit jala,"164",iGo Palestine GPS Navigation نظام الملاحه الفلسطيني المتميز,,
"34.7706372","32.064498",node/2788928146,תל אביב,"65252",מסעדת סתווים,Stivim Grill - Coin Commerce,מסעדת סתווים
"34.7716521","32.0635691",node/2788989513,תל אביב,"65252",Falafel Loop - Coin Commerce,Falafel Loop - Coin Commerce,פלאפל לופ
"34.7832649","32.0745855",node/2789809523,Tel Aviv,"64731",שגרירות של הרפובליקה הפדרלית של גרמניה,Embassy of the Federal Republic of Germany,שגרירות של הרפובליקה הפדרלית של גרמניה
"34.7838467","32.0132445",node/2812001486,חולון,"58404",HashWare,HashWare,
"34.7705484","32.0647194",node/2839982498,תל אביב-יפו,"65252",Bitcoin emBassy,Bitcoin emBassy,שגרירות ביטקוין
"35.0535918","32.0628945",node/2870220239,פדואל,"7194000",מאור יוסף,,מאור יוסף
"35.2312741","31.7944568",node/2955669097,Jerusalem,"9711769",,Consulate-General of Belgium,הקונסוליה הכללית של בלגיה
"34.7615503","32.051741",node/2982555658,Tel Aviv,"61084",איצטדיון בלומפילד,Bloomfield Stadium,איצטדיון בלומפילד
"34.8684819","32.1762603",node/2993511784,רעננה,"4335234",Buzz Productions,Buzz Productions,
"35.4976562","30.3243903",node/3053253787,Petra - Jordan,"71810",Mussa Spring Hotel,Mussa Spring Hotel,
"35.2931085","32.9089877",node/3054496028,כרמיאל,"2195106",פרחי ליאורה,Oler La Flor,
"34.8027519","30.6096261",node/3059078344,מצפה רמון,"80600",HaHavit,HaHavit,
"35.1620841","31.7788748",node/3090588644,בית זית,"90815",טיולי דורון,Doron Tours,טיולי דורון
"34.960035","32.5679656",node/3151591365,,"30900",,,
"34.7648128","31.990248",node/3186331461,,"75650",הבנק הבינלאומי,First International Bank,הבנק הבינלאומי
"34.7993969","30.6049056",node/3190100816,Mitzpe Ramon,"80600",The Green Backpackers,The Green Backpackers,
"34.8794451","32.0333843",node/3199618005,,"5647003",מלון אביה ישראל,Avia Hotel Israel,מלון אביה ישראל
"35.0653046","31.8689303",node/3221954965,ramallah,"00970",معرض النور,Alnoor Center,
"35.2257157","31.8593274",node/3227316011,رام الله,"91251",Sound & Light Home Center,Sound & Light Home Center,
"35.2658461","32.2205063",node/3233991370,nablus,"00970",Hotel Crestal motel,Crystal motel,
"35.2185196","31.7819938",node/3243260544,Jerusalem,"94625",Zion Hotel,Zion Hotel,
"35.5689393","33.2107826",node/3260813346,קרית שמונה,"1103131",מקדונלד'ס,McDonald's,מקדונלד'ס
"34.3919734","31.4579517",node/3279965820,قطاع غزة,"00972",ون مكس للكمبيوتر وخدمات الانترنت والأتصالات,,
"35.5752934","33.2213935",node/3326516214,קרית שמונה,"1102632",סופר-פארם,Super-Pharm,סופר-פארם
"35.2399261","32.2220468",node/3337626757,nablus,"00972",Wenice Nablus,,
"35.0299657","32.3137896",node/3350212637,Tulkarm,"00970",Al-quds Radiology Clinic,,
"35.1948088","31.703275",node/3470993331,,"00972",Khleif Supermarket,,
"34.7886936","32.0782941",node/3481027054,Tel Aviv,"64239",Embassy of the Kingdom of Sweden,Embassy of the Kingdom of Sweden,
"34.9656848","32.1876863",node/3528604218,Qalqilya,"00972",Qalqilya Municipality‎,,קלקיליה העירייה
"34.6445188","31.7878225",node/3531422062,אשדוד,"7745273",Castle,Castle,קסטל
"34.9993798","29.5401096",node/3536436539,Aqaba,"77110",Oryx Hotel,,
"34.9859058","32.7849903",node/3584056029,Haifa,"3434120",Pomodoro,Pomodoro,פומודורו
"35.1792873","31.9000833",node/3627301716,Ramallah,"631",Cars Maintenance Al-ZUHDI For Trading & Industry Co.,Cars Maintenance Al-ZUHDI For Trading & Industry Co.,
"35.0464821","32.0592766",node/3629222806,פדואל,"71940",מצפור המרפסת של המדינה,"""The Country's Balcony"" lookout",מצפור המרפסת של המדינה
"35.1972524","31.7041198",node/3680050791,Bethlehem,"90907",PalGlass,,
"35.2043396","31.7099244",node/3680100049,Bethlehem,"90907",Laila Tours & Travel,,
"35.2435149","32.2192521",node/3699885725,Nablus,"00972",Smile Cake,,
"35.2047725","31.8997877",node/3744160077,رام الله,"00970",Modern University College-MUC,Modern University College-MUC,
"35.2255258","31.7853789",node/3761183822,Jerusalem,"95105",Representation of the Romanian Patriarchate at the Holy Places,Representation of the Romanian Patriarchate at the Holy Places,
"35.259212","32.2211396",node/3798467521,Nablus,"00970",Hi web company,,
"34.6517488","31.7869078",node/3824668109,אשדוד,"7757320",מדיק פארם אילונה,Medic Pharm Ilona,מדיק פארם אילונה
"34.7838583","32.0753114",node/3887425957,Tel Aviv,"64733",המכון לתרבות רומניה,Romanian Cultural Institute in Tel Aviv,המכון לתרבות רומניה
"35.2035451","31.7112024",node/3901479904,,"84900",البنك الاهلي,Al-Ahli Bank,
"34.968461","32.761572",node/3916895961,Tirat Carmel,"3955022",,,
"35.0436444","31.5285716",node/3949004019,الخليل,"970",Al-Reda Mosque,,
"35.0917721","31.5307011",node/3950629589,الخليل,"970",Natsheh family Headquarters,,
"34.8039007","31.2510628",node/3995163857,,"84900",,,
"35.0694501","32.9199471",node/4035454889,,"84900",מסעדת המרינה,The Marina Restaurant,מסעדת המרינה
"35.1993685","31.9966196",node/4056070625,Ramallah,"972",كافية السعادة,,
"35.0313552","32.3853026",node/4113925746,מגל,"3884500",,,
"35.0377052","32.3846047",node/4113925758,מגל,"3884500",חדר אוכל (פתוח),,חדר אוכל (פתוח)
"34.8869377","32.085434",node/4143906996,פתח תקווה,"4943729",אופטיקה רואים אינסוף,,אופטיקה רואים אינסוף
"34.795738","32.159237",node/4144691792,,"46555",Oceanos Bamarina,Oceanos Bamarina,
"34.4477559","31.5308772",node/4153792789,,"00970",معرض سام موبايل,Sam Mobile Cell Phones,
"34.4510715","31.5160344",node/4167184439,GAZA,"00970",Lets Go,,
"35.2065634","31.9039037",node/4210457499,,"00972",COBRA SHOP كوبرا شوب,COBRA SHOP,
"34.975743","32.8323191",node/4212507794,,"31004",Beit Skandinavia,Beit Skandinavia,
"35.1804178","31.702218",node/4220829807,,"00972",مايكرو سنتر للكمبيوتر والاتصالات,Microcentre for Computer and Communications,
"35.2133806","31.8831366",node/4226549637,,"00972",الدكتور سامر السلايمه,,
"35.0990722","31.4518537",node/4229873289,,"00970",Al sharq Accounting & Tax Consulting,,
"35.2747862","32.869153",node/4230159134,Misgav Industrial Park,"20174",קסורקום,Xorcom,קסורקום
"35.2463131","31.8109615",node/4244093889,,"91001",رامي التجارة الإلكترونية,Al-Rami E-commerce,
"35.2465763","31.8114245",node/4248052096,,"91001",رامي التجارة الإلكترونية,Al-Rami E-commerce,
"35.1972652","31.7353251",node/4254019107,ירושלים,"93744",,,
"34.7629718","32.0627575",node/4261199394,Tel Aviv-Yafo,"68125",שגרירות איטליה,Embassy Of Italy,שגרירות איטליה
"35.2084787","31.7669946",node/4283847290,,"92542",Angel's Veterinary Clinic for Small & Exotic Animals,Angel's Veterinary Clinic for Small & Exotic Animals,
"35.261301","31.8125831",node/4296236592,,"00972",anas phone,,
"35.199148","31.7118862",node/4303787890,بيت لحم,"00970",مقهى السلطان,Sultan Cafe,
"35.2551462","32.2306156",node/4319649594,,"00970",مركز وصالون سونيا,,
"35.0694818","32.3691854",node/4336877594,,"00970",توب تك /للأجهزة الخلوية وكماليات السيارات,,
"35.2598566","32.2224731",node/4342515866,Nablus,"00970",ميلينيوم تكنولوجيز,Millenium Technologies,
"35.2065791","31.9074053",node/4355306095,,"+972",City bowling,City bowling,
"34.7859873","31.2377003",node/4356825189,,"84210",קיפריס,Kiparis,קיפריס
"35.1999607","31.8517395",node/4357366498,,"+972",منزل المحامي مازن عابد,Mazen 3abed's home,
"35.2087089","31.8967885",node/4362396592,البيرة,"1212",يو ال ال للخدمات والحلول اللوجيستية,ULL Company by Rola Srouji,
"34.7957493","32.1111317",node/4362703589,,"6946032",מרפאת מומחים לאומית,,מרפאת מומחים לאומית
"34.7838666","32.0722703",node/4362703689,,"6473702",מרפאת הפטמן לאומית,Leumit Heftman Clinic,מרפאת הפטמן לאומית
"34.2432125","31.3110468",node/4367415589,,"0000",المجد للكمبيوتر,Almajd for computer,
"35.2081123","31.9022911",node/4374237297,,"00972",د.بطراوى لصحة الفم وتجميل الاسنان,Smiles dental clinic. Dr.A.M.Batrawi,
"35.4489181","31.882317",node/4375537395,,"00972",مركز صافي نت للكمبيوتر والانترنت,,
"35.3455226","32.2919802",node/4377538192,,"00970",مسجد الرباط,Masjed Ar-Rebat,
"35.344497","32.291718",node/4377598589,,"00970",بقالة صبارين,Sabbarin grocery,
"35.2538249","32.2242692",node/4383833195,,"+972",بيت الخزف,Gift Shop,
"35.2538768","32.2245047",node/4383895689,,"+972",نيومان - الأحذية,New Man Shoes,
"35.0708825","31.9282393",node/4386308389,,"051",صالون وجدي للحلاقة,,
"35.342102","32.2803065",node/4396165794,,"00972",شركة لوربال للاستثمار,Loorpal Investment Company,
"34.4457144","31.5306133",node/4402567193,,"00972",شركة غزة نت,Gaza net,
"35.3228713","32.388238",node/4406808793,,"00972",Global Insurance co. ابو لؤي,,
"35.2131488","31.8913727",node/4413168333,البيرة,"4570",Coolnet Broadband Solutions,Coolnet Broadband Solutions,
"35.2953924","32.222672",node/4425398192,,"00972",شركة مملكة الجمال للإستيراد والتوزيع,Beauty Kingdom Company Ltd.,
"35.2693304","32.4133515",node/4428574789,قباطية‎,"971",قاعة أماسي للمناسبات,Amasy Wedding and Celebration Hall,
"35.2338119","32.2189006",node/4442275089,,"00970",,Abualrob Guest House,
"35.2515254","32.2238953",node/4442549189,,"00970",تشيلي هاوس,Chili House - Nablus,
"35.2347384","32.2191581",node/4442671710,,"00970",القلعة للشقق الفندقية,Al Qala'a Hotel,
"35.2448773","32.2200973",node/4442699692,,"00970",المركز الثقافي البريطاني,British Council,
"35.2612063","32.1603911",node/4444478990,,"00970",,KFC HOWARA,
"35.0306717","32.3112704",node/4445933891,,"302",ع الطلب للتسويق الالكتروني,3ltlb.com e-Marketing,
"35.0371207","32.1181256",node/4449802088,אלקנה,"4481400",משפחת נחמני,,משפחת נחמני
"34.9590368","32.7845863",node/4454280389,,"3508508",אחים נחום,Nahum Brothers,אחים נחום
"34.8105069","31.8977664",node/4460369993,,"7626803","בדרה - חומוס, פול, מסבחה","Badra - Humus, Ful, Masabaha","בדרה - חומוס, פול, מסבחה"
"35.0983666","31.5296421",node/4464120789,Hebron,"00972",IT'S OK PLUS,IT'S OK PLUS,
"35.2391194","32.217691",node/4464149189,,"+970",فانتسي فاشن,Fantasy fashion,
"34.8050812","32.0856674",node/4470935890,,"52118",,Embassy of Netherlands,
"35.2992173","32.4592296",node/4472307092,,"00972",الكتروني ستور,Electrony Store,
"34.4673101","31.5442512",node/4478969916,غزة,"00970",سوبرماركت العكلوك,,
"35.0667951","32.8509238",node/4482679191,,"29045",,,
"35.1980941","31.8960057",node/4483798038,,"00970",سيجافرسدو,Segafredo espresso,
"35.079428","32.1173136",node/4508933090,,"380",محمد يعقوب طه,Mohammad Taha,
"35.0822291","32.1145818",node/4508937490,,"380",مكتبة بلدية بديا للأطفال,Bedia municipal children's library,
"34.4491407","31.5287317",node/4512653294,,"00972",صيدلية ايهاب,ihab pharmacy,
"35.2980602","32.4625763",node/4515308293,,"180",دحبور لتدقيق الحسابات,Dahbour Auditing Establishment,
"34.9655467","32.1914989",node/4517779598,,"00972",مركز جوري الطبي للبصريات,Jouri Optics,
"35.262658","32.2224046",node/4521179393,,"9720",سعد للاتصالات,saed tel,
"35.2230279","32.2279587",node/4521266389,,"00972",سعد للاتصالات saed tel,saed Telcom,
"34.3683412","31.4554342",node/4534760291,,"0097",فندق وصالة المارينا,AlMarena Hotel,
"34.4383181","31.5281503",node/4534763191,,"0097",ندي فون,Nadaa phone,
"35.3591234","32.3416139",node/4543851689,,"00972",Home Center Furniture,,
"35.0318395","32.3166242",node/4552739790,,"00972",طولكرم اكسبريس,,
"35.2855771","31.7221025",node/4570480500,,"00970",الغد للخدمات المالية والتجارية,AlGhad for Financial & Business Services,
"34.7668201","32.0773989",node/4575675192,,"63432",,Orchid Tel Aviv,
"35.0071491","29.5330409",node/4578950192,,"77110",صالون لينا للسيدات,Lena Beauty Salon,
"35.2154476","31.7686907",node/4580755056,ירושלים,"9219005",טלביה,Talbiye,טלביה
"35.2132281","31.7696245",node/4580755057,ירושלים,"9218812",מוסלין,Mousseline,מוסלין
"35.207298","31.9169268",node/4585112995,,"9700",شركة نت زون للتكنولوجيا,NetZone Technology,
"35.2142715","31.8921162",node/4585145489,,"9700",شركة نت زون للتكنولوجيا,NetZone Technology,
"35.0311092","32.3164405",node/4585474899,,"00972",استوديو اوك,studio ok production,
"35.2831652","31.9931328",node/4588544872,,"2414",النور للنجارة والديكور,al noor carpentry & cnc store,
"35.370113","32.3232359",node/4591076289,,"1234",ذكور البيروني الاساسية,Al - Biruni Elementary Boys School,
"35.479074","29.5137982",node/4591418389,,"77110",مخيم عشاق الصحراء وادي رم,desert lovers camp,מחנה אוהבי המדבר חמיס
"35.2493036","32.2240198",node/4609286890,,"0000",شركة الدفة للاستيراد والتصدير,Daffah Import and Export Co.,
"35.2499789","32.2234521",node/4609934789,,"0000",شركة الدفة للاستيراد والتصدير,"Daffah, Export and Import Co.",
"34.9652952","32.1879234",node/4610796689,,"00972",مطعم وينرز للشاورما,Winners Restaurant,
"34.8941877","32.1577515",node/4611517060,הוד השרון,"4532504",Wilheim,Wilheim,
"35.2876743","32.1418225",node/4614937689,,"00970",منزل مفيد خريوش - ابو حسام,Muffed ekhrawesh house - abu husam,
"35.2837097","32.2079663",node/4620612609,Birmingham,"35214",Wet Out Now,,
"35.208235","31.9225267",node/4625251203,,"00970",صالون بيرلا عمارة ترمسعيا,Birla Salon,
"35.2828141","32.1928325",node/4625265896,,"00970",منزل ماجد كمال عامر,Home of Majed Kamal Amer,
"34.8054589","32.0861273",node/4640491590,,"5250608","מיתר ליקוורניק גבע לשם טל, עורכי-דין","Meitar Liquornik Geva Leshem Tal, Law Offices","מיתר ליקוורניק גבע לשם טל, עורכי-דין"
"35.2426861","32.2211689",node/4642737289,,"00970",زنك - سندويشة البيت,zinc,
"35.0768787","32.9243849",node/4646962919,עכו,"2451308",The Or Torah Synagogue,The Or Torah Synagogue,
"34.7860943","32.0953387",node/4652142994,,"62260",,Philippine embassy,
"35.0337069","31.5027293",node/4665199192,دورا,"00972",محلات العمايرة,Amayera company,
"34.8998381","32.175909",node/4666935883,כפר סבא,"4425416",הגלריה העירונית,,הגלריה העירונית
"34.3156101","31.3474698",node/4667511289,,"+972",كلية مجتمع غزة للدراسات السياحية والتطبيقية - فرع خانيونس,Gaza Community College for Tourist & Applied Studies,
"34.9916201","32.1578985",node/4670253089,,"00962",صالون اوسكار للرجال,Oscar hairdesign,
"35.2231395","31.7806268",node/4671325943,,"9100902",,Russian Ecclesiastical Mission in Jerusalem,
"35.1665811","31.945199",node/4677377589,,"620",اسكان نقابة العمال,Housing workers union,
"35.2880944","32.203018",node/4689474820,,"00972",روضة براعم الاقصى التعليمية,Bra3em alaqsa,
"35.2899334","32.2002118",node/4689494791,,"00972",مكتبة ركن المعرفة,Rokn alma3rfa library,
"34.4430609","31.5255338",node/4691073090,,"00970",محل حلاوة الجبن,The sweetness of the cheese,
"35.1950473","31.7130102",node/4698287999,,"00972",,Buffalo Ribs & Wings,
"35.0278935","31.5082871",node/4702335992,,"00970",مؤسسة زامل للاتصالات,Zamel Telecommunications Corporation,
"35.2767318","32.1569557",node/4705298389,,"+970",مغسله الأسمر,Al-asmar,
"35.3069168","32.468504",node/4713505189,,"00972",الحافي للمفاتيح 🔑🗝🔑,Hafi keys 🗝🔑🗝,
"34.966552","32.1851972",node/4713577614,,"00970",مكتب فرح الهندسي,Farah Engineering Office,
"35.2900276","32.4675363",node/4716277835,jenin,"+972",Youtobia,,
"35.2830201","32.1933678",node/4716444990,,"00970",مخبز وطابون الشام,Tabon al sham Bakery,
"35.2287236","32.2247757",node/4719877189,,"00972",مطعم آرام,Araam restaurant,
"35.074513","31.5071585",node/4720199793,,"283",شركة التميمي الزراعية,Tamimi Co.,
"34.4048538","31.4733218",node/4722959289,,"99999",El Wafa Elderly Care Center,,
"35.0988457","31.5784258",node/4722966890,,"90400",د.عمار القشقيش,care dental clinics,
"35.2015481","31.7070786",node/4723002891,,"28015",شيك باريزيان,Chic Parisien,
"35.0527725","32.3195105",node/4724517390,,"00972",مجمع اسعد البزرة للمفروشات,Asad bizreh complex for furniture,
"35.2784281","32.412407",node/4727779607,,"+970",مصطفى,Most Wanted - Xbox,
"34.4522733","31.5135542",node/4729217994,,"99999",مستشفى الوفاء للتأهيل الطبي والجراحة التخصصية,El Wafa Medical Rehab and specialized Surgery Hospital,
"35.1730901","31.8859666",node/4740231521,,"00970",جوايكو للأثاث,Jwico Furniture,
"34.9652998","32.1874792",node/4741772021,,"00970",شركه أبناء عمر شاور للتجاره العامه,Omar Shawar Sons Trading Co,
"35.1787719","31.8961614",node/4742515421,,"00970",جوايكوا للأثاث,jwico furniture,
"35.2349091","32.222849",node/4746746922,,"00972",مطعم ليمون و نعنع,lemon w na3na3,
"34.7622425","32.0631301",node/4746933723,Tel Aviv-Yafo,"68125",שגרירות רוסיה,Embassy Of Russia,שגרירות רוסיה
"35.2297951","32.2395825",node/4746961722,,"00972",رجائي ابوزنط,Rajae Abuzant HOME,
"35.2363828","32.2221033",node/4746997223,,"00972",معرض دامات,D'S damat,
"34.4045282","31.4834129",node/4747802523,,"00972",صالة vip صالة أفراح vip,vip wedding hall,
"34.805526","31.9364373",node/4757942947,,"7401421",בית,Home,בית
"34.3048102","31.3442144",node/4761510333,,"972",شركة العبادله,Alabadla company,
"34.3216123","31.3519797",node/4768785323,,"972",جامعة فلسطين فرع خان يونس,University of Palestine - Khanyonis,
"35.2046156","31.9050976",node/4769556426,,"+972",,Adam Main Store,
"35.0991304","31.5420864",node/4775141424,,"972",شركة العابدين للصرافة والحوالات,Al Abdeen Exchange Co. Ltd.,
"35.0974323","31.5297481",node/4775182421,,"972",فضل عابدين وأولاده للصرافة والحوالات,Fadel Abdeen & Sons Exchange,
"35.0896626","31.5342989",node/4775303045,,"972",شركة العابدين للصرافة والحوالات,Al Abdeen Exhange Co. Ltd.,
"35.0974974","31.5501672",node/4775330324,,"972",شركة العابدين للصرافة والحوالات,Al Abdeen Exchange Co Ltd.,
"35.0895336","31.5342768",node/4775365321,,"972",فصل عابدين وأولاده للصرافة والحوالات,Fadel Abdeen & Sons Exchange Co.,
"34.9759473","32.1836297",node/4792350122,,"00972",سوبر مارمت سي تاون,C-Town supermarket,
"35.2167005","31.8084404",node/4796536524,,"9752059","בית כנסת חב""ד ליובאוויטש",Chabad Lubavitch Synagogue,"בית כנסת חב""ד ליובאוויטש"
"35.1910242","31.8709128",node/4799118023,رافات,"00972",ستوديو الأميرة,Al-Ameera Studio,
"35.2474555","32.2243664",node/4799435721,,"009729",اسرار حواء,evesecrets,
"35.1698463","32.446799",node/4799985621,,"970",ال تي بي,LTP,
"34.8163311","32.0565871",node/4807090922,,"5223403",,Rarely Spacious Holiday Home,
"34.4388104","31.5105177",node/4809500422,,"00970",مطعم بريك,Break Restaurant,
"35.0429187","32.3200121",node/4811903024,,"+970",شركة الحسونة للتجارة العامة .. قسم صيانة vw ..skoda,hasoneh,
"35.0430178","32.3200817",node/4811911121,,"+970",شركة الحسونة للتجارة العامه . معرض السيارات,,
"35.09643","31.5280863",node/4815202523,,"00972",قهوة حماده (دوار الصحة),,
"35.1044182","31.5465138",node/4815202821,,"00972",فندق ومطعم أبو مازن,,
"35.2061967","31.713727",node/4815900822,,"00970",هوم لاين,Home line,
"34.4386523","31.5264609",node/4837173724,,"00972",مسجد خالد بن الوليد,Khaled Bin El-Waleed mosque,
"35.2211536","32.226725",node/4839056834,Nablus,"00972",Technolab Electronics,,
"34.2401347","31.3057224",node/4846602621,,"00972",شركة باصات النيرب,Al Nairab Co,
"35.1916189","31.7144103",node/4852198527,Beit Jala,"90907",Taboo Burger Bar,TABOO Burger bar,
